/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_57_774.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_57_774.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_57_774.jpg,0,0,0,7.923824E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_57_843.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_57_843.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_57_843.jpg,0,0,0,1.533643E-05
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_57_911.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_57_911.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_57_911.jpg,0,0,0,8.949317E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_57_982.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_57_982.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_57_982.jpg,0,0,0,1.823298E-05
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_051.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_051.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_051.jpg,0,0,0,1.646587E-05
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_119.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_119.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_119.jpg,0,0,0,8.050084E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_187.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_187.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_187.jpg,0,0,0,5.827283E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_254.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_254.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_254.jpg,0,0,0,1.162342E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_322.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_322.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_322.jpg,0,0,0,1.387577E-05
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_389.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_389.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_389.jpg,0,0,0,6.724452E-06
/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/center_2019_09_01_05_59_58_456.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/left_2019_09_01_05_59_58_456.jpg,/Users/prahaladmadepally/Documents/self-driving-car-course/self-driving-car-data/IMG/right_2019_09_01_05_59_58_456.jpg,0,0,0,4.35358E-06
